paragraphId,chapterTitle,subChapterTitle,content,summary
123,9. Linkages with other parts of corporate reporting and connected information,9.2 Connected information and connectivity with financial statements,"The undertaking shall describe the relationships between different pieces of information. Doing so could require connecting narrative information on governance strategy and risk management to related metrics and targets. For example in providing connected information the undertaking may need to explain the effect or likely effect of its strategy on its financial statements or financial plans or explain how its strategy relates to metrics and targets used to measure progress against performance. Furthermore the undertaking may need to explain how its use of natural resources and changes within its supply chain could amplify change or reduce its material impacts, risks and opportunities. It may need to link this information to information about current or anticipated financial effects on its production costs to its strategic response to mitigate such impacts or risks and to its related investment in new assets. The undertaking may also need to link narrative information to the related metrics and targets and to information in the financial statements. Information that describes connections shall be clear and concise.","The undertaking should clearly and concisely explain the relationships between its governance strategy, risk management, financial plans, use of natural resources, supply chain changes, and their impacts on its financial statements, performance metrics, production costs, and investment in new assets."
124,9. Linkages with other parts of corporate reporting and connected information,9.2 Connected information and connectivity with financial statements,When the sustainability statement includes monetary amounts or other quantitative data points that exceed a threshold of materiality and that are presented in the financial statements (direct connectivity between information disclosed in sustainability statement and information disclosed in financial statements) the undertaking shall include a reference to the relevant paragraph of its financial statements where the corresponding information can be found.,"If the sustainability statement contains significant monetary or quantitative data that's also in the financial statements, the company should reference the relevant section of its financial statements where this information is located."
125,9. Linkages with other parts of corporate reporting and connected information,9.2 Connected information and connectivity with financial statements,The sustainability statement may include monetary amounts or other quantitative datapoints that exceed a threshold of materiality and that are either an aggregation of or a part of monetary amounts or quantitative data presented in the undertaking's financial statements (indirect connectivity between information disclosed in sustainability statement and information disclosed in financial statements). If this is the case the undertaking shall explain how these amounts or datapoints in the sustainability statement relate to the most relevant amounts presented in the financial statements. This disclosure shall include a reference to the line item and/or to the relevant paragraphs of its financial statements where the corresponding information can be found. Where appropriate a reconciliation may be provided and it may be presented in a tabular form.,"The sustainability statement should explain how its data, especially if it exceeds a certain threshold, relates to the financial statements, including references to specific line items or paragraphs in the financial statements, and may provide a reconciliation in a table format if necessary."
126,9. Linkages with other parts of corporate reporting and connected information,9.2 Connected information and connectivity with financial statements,In the case of information not covered by paragraphs 124 and 125 the undertaking shall explain based on a threshold of materiality the consistency of significant data assumptions and qualitative information included in its sustainability statement with the corresponding data assumptions and qualitative information included in the financial statements. This may occur when the sustainability statement includes:\n (a) monetary amounts or other quantitative data linked to monetary amounts or other quantitative data presented in the financial statements; or\n (b) qualitative information linked to qualitative information presented in the financial statements.,"The company must clarify how significant data and qualitative information in its sustainability statement align with those in the financial statements, especially when the sustainability statement includes monetary or other quantitative data, or qualitative information related to the financial statements."
127,9. Linkages with other parts of corporate reporting and connected information,9.2 Connected information and connectivity with financial statements,Consistency as required by paragraph 126 shall be at the level of a single datapoint and shall include a reference to the relevant line item or paragraph of notes to the financial statements. When significant data assumptions and qualitative information are not consistent the undertaking shall state that fact and explain the reason.,"The paragraph 126 requires consistency at a single datapoint level, referencing the relevant financial statement note, and if significant data assumptions and qualitative information are inconsistent, the undertaking must declare and explain why."
128,9. Linkages with other parts of corporate reporting and connected information,9.2 Connected information and connectivity with financial statements,Examples of items for which the explanation in paragraph 126 is required are:\n (a) when the same metric is presented as of the reporting date in financial statements and as a forecast for future periods in the sustainability statement; and\n (b) when macroeconomic or business projections are used to develop metrics in the sustainability statement and they are also relevant in estimating the recoverable amount of assets the amount of liabilities or provisions in financial statements.,"Paragraph 126 requires explanation when the same metric is used in financial statements and sustainability forecasts, and when projections used in sustainability statements are relevant for estimating recoverable assets and liabilities in financial statements."
129,9. Linkages with other parts of corporate reporting and connected information,9.2 Connected information and connectivity with financial statements,Topical and sector-specific ESRS may include requirements to include reconciliations or to illustrate consistency of data and assumptions for specific Disclosure Requirements. In such cases the requirements in those ESRS shall prevail.,"Specific ESRS may require data consistency and reconciliations for certain disclosure requirements, and these rules should be followed."
130,10. Transitional provisions,10.1 Transitional provision related to entity-specific disclosures,The extent to which sustainability matters are covered by ESRS is expected to evolve as further Disclosure Requirements are developed. Therefore the need for entity-specific disclosures is likely to decrease over time in particular as a result of the future adoption of sector specific standards,"As more disclosure requirements are developed, ESRS's coverage of sustainability issues will likely increase, reducing the need for entity-specific disclosures, especially with the future adoption of sector-specific standards."
131,10. Transitional provisions,10.1 Transitional provision related to entity-specific disclosures,When defining its entity-specific disclosures the undertaking may adopt transitional measures for their preparation in the first three annual sustainability statements under which it may as a priority:\n (a) introduce in its reporting those entity-specific disclosures that it reported in prior periods if these disclosures meet or are adapted to meet the qualitative characteristics of information referred to under chapter 2 of this Standard; and\n (b) complement its disclosures prepared on the basis of the topical ESRS with an appropriate set of additional disclosures to cover sustainability matters that are material for the undertaking in its sector(s) using available best practice and/or available frameworks or reporting standards such as IFRS industry-based guidance and GRI Sector Standards.,"The entity can use transitional measures for the first three annual sustainability statements, prioritizing previously reported disclosures that meet certain standards, and supplementing them with additional disclosures on material sustainability matters using best practices or existing reporting standards like IFRS and GRI."
132,10. Transitional provisions,10.2 Transitional provision related to chapter 5 Value chain,For the first 3 years of the undertaking's sustainability reporting under the ESRS in the event that not all the necessary information regarding its upstream and downstream value chain is available the undertaking shall explain the efforts made to obtain the necessary information about its upstream and downstream value chain the reasons why not all of the necessary information could be obtained and its plans to obtain the necessary information in the future.,"For the initial three years of sustainability reporting, if complete information about its value chain isn't available, the company must detail its attempts to gather this information, explain why it couldn't get all the information, and outline its future plans to obtain the required data."
133,10. Transitional provisions,10.2 Transitional provision related to chapter 5 Value chain,"For the first 3 years of its sustainability reporting under the ESRS in order to take account of the difficulties that undertakings may encounter in gathering information from actors throughout their value chain and in order to limit the burden for SMEs in the value chain:\n (a) when disclosing information on policies, actions and targets in accordance with ESRS2 and other ESRS the undertaking may limit upstream and downstream value chain information to information available in-house such as data already available to the undertaking and publicly available information; and\n (b) when disclosing metrics the undertaking is not required to include upstream and downstream value chain information except for datapoints derived from other EU legislation as listed in ESRS 2 Appendix B.","For the first three years of sustainability reporting under the ESRS, businesses can limit their value chain information to in-house data and are not required to include upstream and downstream value chain information, except for data points from other EU legislation, to ease the information gathering process and reduce the burden for SMEs."
134,10. Transitional provisions,10.2 Transitional provision related to chapter 5 Value chain,Paragraphs 132 and 133 apply irrespective of whether or not the relevant actor in the value chain is an SME.,"Paragraphs 132 and 133 are applicable to all actors in the value chain, regardless of whether they are a small and medium-sized enterprise (SME) or not."
135,10. Transitional provisions,10.2 Transitional provision related to chapter 5 Value chain,Starting from the fourth year of its reporting under the ESRS the undertaking shall include upstream and/or downstream value chain information according to paragraph 63. In this context the information required by ESRS to be obtained from SME undertakings in the undertaking's upstream and/or downstream value chain will not exceed the content of the future ESRS for listed SMEs.,"From the fourth year of reporting under the ESRS, a business must include information about its supply chain, but the data required from small and medium-sized enterprises (SMEs) in the chain won't exceed what's needed for the future ESRS for listed SMEs."
136,10. Transitional provisions,10.3 Transitional provision related to section 7.1 Presenting comparative information,To ease the first-time application of this Standard the undertaking is not required to disclose the comparative information required by section 7.1 Presenting comparative information in the first year of preparation of the sustainability statement under the ESRS. For disclosure requirements listed in Appendix C List of phased-in Disclosure Requirements this transitional provision applies with reference to the first year of mandatory application of the phased-in disclosure requirement.,"The standard allows companies to skip providing comparative sustainability information in their first year of reporting under the ESRS, and this also applies to phased-in disclosure requirements listed in Appendix C."
137,10. Transitional provisions,10.4 Transitional provision: List of Disclosure Requirements that are phased-in,Appendix C List of phased-in Disclosure Requirements in this Standard sets phase-in provisions for the Disclosure Requirements or datapoints of Disclosure Requirements in ESRS that may be omitted or that are not applicable in the first year(s) of preparation of the sustainability statement under the ESRS.,Appendix C in this Standard provides a list of phased-in Disclosure Requirements in ESRS that can be excluded or are not relevant in the initial years of preparing the sustainability statement under the ESRS.
AR1,Appendix A: Application Requirements,Entity specific disclosures,"The entity-specific disclosures shall enable users to understand the undertaking's impacts, risks and opportunities in relation to environmental social or governance matters.","The disclosures will help users understand the company's environmental, social, and governance-related impacts, risks, and opportunities."
AR2,Appendix A: Application Requirements,Entity specific disclosures,"When developing entity-specific disclosures the undertaking shall ensure that:\n (a) the disclosures meet the qualitative characteristics of information as set out in chapter 2 Qualitative characteristics of information; and\n (b) its disclosures include where applicable all material information related to the reporting areas of governance; strategy; impact, risk and opportunity management; and metrics and targets (see ESRS 2 chapters 2 to 5).","When creating entity-specific disclosures, the undertaking must ensure the information meets qualitative standards and includes all relevant details about governance, strategy, impact, risk management, and metrics and targets."
AR3,Appendix A: Application Requirements,Entity specific disclosures,When determining the usefulness of metrics for inclusion in its entity-specific disclosures the undertaking shall consider whether:\n (a) its chosen performance metrics provide insight into:\n (ai) how effective its practices are in reducing negative outcomes and/or increasing positive outcomes for people and the environment (for impacts); and/or\n (aii) the likelihood that its practices result in financial effects on the undertaking (for risks and opportunities);\n (b) the measured outcomes are sufficiently reliable meaning that they do not involve an excessive number of assumptions and unknowns that would render the metrics too arbitrary to provide a faithful representation; and\n (c) it has provided sufficient contextual information to interpret performance metrics appropriately and whether variations in such contextual information may impact the comparability of the metrics over time.,"The undertaking should consider if its metrics effectively measure impacts and risks, are reliable and not overly arbitrary, and if sufficient context is provided for proper interpretation and comparability over time."
AR4,Appendix A: Application Requirements,Entity specific disclosures,When developing its entity-specific disclosures the undertaking shall carefully consider:\n (a) comparability between undertakings while still ensuring relevance of the information provided recognising that comparability may be limited for entity- specific disclosures. The undertaking shall consider whether the available and relevant frameworks initiatives reporting standards and benchmarks (such as technical material issued by the International Sustainability Standards Board or the Global Reporting Initiative) provide elements that can support comparability to the maximum extent possible; and\n (b) comparability over time: consistency of methodologies and disclosures is a key factor for achieving comparability over time.,"The undertaking should consider comparability between entities and over time when developing its specific disclosures, using relevant frameworks and standards to support this."
AR5,Appendix A: Application Requirements,Entity specific disclosures,Further guidance for developing entity-specific disclosures can be found by considering the information required under topical ESRS that addresses similar sustainability matters.,You can find more guidance on creating specific disclosures by looking at similar sustainability topics in ESRS.
AR6,Appendix A: Application Requirements,Double materiality,In addition to the categories of stakeholder listed in paragraph 22 common categories of stakeholders are: employees and other workers suppliers consumers customers endusers local communities and persons in vulnerable situations and public authorities including regulators supervisors and central banks.,"Common stakeholders include employees, suppliers, consumers, customers, end-users, local communities, vulnerable individuals, and public authorities."
AR7,Appendix A: Application Requirements,Double materiality,Nature may be considered as a silent stakeholder. In this case ecological data and data on the conservation of species may support the undertaking's materiality assessment.,Ecological and species conservation data can aid in assessing a project's environmental impact.
AR8,Appendix A: Application Requirements,Double materiality,"Materiality assessment is informed by dialogue with affected stakeholders. The undertaking may engage with affected stakeholders or their representatives (such as employees or trade unions) along with users of sustainability reporting and other experts to provide inputs or feedback on its conclusions regarding its material impacts, risks and opportunities.","Materiality assessment involves dialogue with stakeholders to understand a company's significant impacts, risks, and opportunities."
AR9,Appendix A: Application Requirements,Assessment of impact materiality,In assessing impact materiality and determining the material matters to be reported the undertaking shall consider the following three steps:\n (a) understanding of the context in relation to its impacts including its activities business relationships and stakeholders;\n (b) identification of actual and potential impacts (both negative and positive) including through engaging with stakeholders and experts. In this step the undertaking may rely on scientific and analytical research on impacts on sustainability matters;\n (c) assessment of the materiality of its actual and potential impacts and determination of the material matters. In this step the undertaking shall adopt thresholds to determine which of the impacts will be covered in its sustainability statement.,"The undertaking should understand its context, identify its impacts, and assess their materiality to determine what to include in its sustainability statement."
AR10,Appendix A: Application Requirements,Characteristics of severity,The severity is determined by the following factors:\n (a) scale: how grave the negative impact is or how beneficial the positive impact is for people or the environment;\n (b) scope: how widespread the negative or positive impacts are. In the case of environmental impacts the scope may be understood as the extent of environmental damage or a geographical perimeter. In the case of impacts on people the scope may be understood as the number of people adversely affected; and\n (c) irremediable character: whether and to what extent the negative impacts could be remediated i.e. restoring the environment or affected people to their prior state.,"The severity of an impact is determined by its scale, scope, and whether the damage can be remedied."
AR11,Appendix A: Application Requirements,Characteristics of severity,Any of the three characteristics (scale scope and irremediable character) can make a negative impact severe. In the case of a potential negative human rights impact the severity of the impact takes precedence over its likelihood.,"The severity of a potential negative human rights impact is more important than its likelihood, and can be determined by scale, scope, or irremediable character."
AR12,Appendix A: Application Requirements,Impacts connected with the undertaking,As an illustration:\n (a) if the undertaking uses cobalt in its products that is mined using child labour the negative impact (i.e. child labour) is connected with the undertaking's products through the tiers of business relationships in its upstream value chain. These relationships include the smelter and minerals trader and the mining enterprise that uses child labour; and\n (b) if the undertaking provides financial loans to an enterprise for business activities that in breach of agreed standards result in the contamination of water and land surrounding the operations this negative impact is connected with the undertaking through its relationship with the enterprise it provides the loans to.,The company's products and services can indirectly contribute to negative impacts like child labor and environmental contamination through its supply chain and business relationships.
AR13,Appendix A: Application Requirements,Assessment of financial materiality,The following are examples of how impacts and dependencies are sources of risks or opportunities:\n (a) when the undertaking's business model depends on a natural resource - for example water - it is likely to be affected by changes in the quality availability and pricing of that resource;\n (b) when the undertaking's activities result in negative impacts e.g. on local communities the activities could become subject to stricter government regulation and/or the impact could trigger consequences of a reputational nature. These might have negative effects on the undertaking's brand and higher recruitment costs might arise; and\n (c) when the undertaking's business partners face material sustainability-related risks the undertaking could be exposed to related consequences as well.,"Businesses can face risks or opportunities due to their dependence on natural resources, potential negative impacts on communities, and sustainability-related risks faced by their partners."
AR14,Appendix A: Application Requirements,Assessment of financial materiality,The identification of risks and opportunities that affect or could reasonably be expected to affect the undertaking's financial position financial performance cash flows access to finance or cost of capital over the short- medium- or long-term is the starting point for financial materiality assessment. In this context the undertaking shall consider:\n (a) the existence of dependencies on natural and social resources as sources of financial effects (see paragraph 50);\n (b) their classification as sources of:\n (bi) risks (contributing to negative deviation in future expected cash inflows or increase in deviation in future expected cash outflows and/or negative deviation from an expected change in capitals not recognised in the financial statements); or\n (bii) opportunities (contributing to positive deviation in future expected cash inflows or decrease in deviation in future cash outflows and/or positive deviation from expected change in capitals not recognised in financial statements).,"Financial materiality assessment begins with identifying risks and opportunities that could impact a company's financial status, considering dependencies on natural and social resources, and classifying them as sources of risks or opportunities."
AR15,Appendix A: Application Requirements,Assessment of financial materiality,Once the undertaking has identified its risks and opportunities it shall determine which of them are material for reporting. This shall be based on a combination of (i) the likelihood of occurrence and (ii) the potential magnitude of financial effects determined on the basis of appropriate thresholds. In this step it shall consider the contribution of those risks and opportunities to financial effects in the short- medium- and long-term based on:\n (a) scenarios/forecasts that are deemed likely to materialise; and\n (b) potential financial effects related to sustainability matters deriving either from situations with a below the “more likely than not” threshold or assets/liabilities not or not yet reflected in financial statements. This includes:\n (bi) potential situations that following the occurrence of future events may affect cash flow generation potential;\n (bii) capitals that are not recognised as assets from an accounting and financial reporting perspective but have a significant influence on financial performance such as natural intellectual (organisational) human social and relationship capitals; and\n (biii) possible future events that may have an influence on the evolution of such capitals. ,"The undertaking needs to identify and report its material risks and opportunities based on their likelihood, potential financial impact, and their effect on short, medium, and long-term finances, considering likely scenarios, sustainability matters, potential future events, and unrecognized capitals."
AR16,Appendix A: Application Requirements,Sustainability matters to be included in the materiality assessment,When performing its materiality assessment the undertaking shall consider the following list of sustainability matters covered in the topical ESRS. When as a result of the undertaking's materiality assessment (see ESRS 2 IRO-1) a given sustainability matter in this list is assessed to be material the undertaking shall report according to the corresponding Disclosure Requirements of the relevant topical ESRS. Using this list is not a substitute for the process of determining material matters. This list is a tool to support the undertaking's materiality assessment. The undertaking still needs to consider its own specific circumstances when determining its material matters. The undertaking where necessary also shall develop entityspecific disclosures on material impacts risks and opportunities not covered by ESRS as described in paragraph 11 of this Standard.,"The undertaking must consider sustainability matters in its materiality assessment, report on material matters as per ESRS requirements, and develop specific disclosures on material impacts, risks, and opportunities not covered by ESRS, while considering its unique circumstances."
AR17,Appendix A: Application Requirements,Estimation using sector averages and proxies,When the undertaking cannot collect upstream and downstream value chain information as required by paragraph 63 after making reasonable efforts to do so it shall estimate the information to be reported using all reasonable and supportable information that is available to the undertaking at the reporting date without undue cost or effort. This includes but is not limited to internal and external information such as data from indirect sources sectoraverage data sample analyses market and peer groups data other proxies or spend-based data.,"If a company can't gather necessary value chain information, it should estimate the data using all reasonable resources available without excessive cost or effort."
AR18,Appendix A: Application Requirements,Content and structure of the sustainability statement,As an illustration for paragraph 115 in section 8.2 Content and structure of the sustainability statement of this Standard the undertaking that covers environmental and social matters in the same policy may cross-refer. That means that the undertaking may report on the policy in its environmental disclosures and cross-refer to it from the relevant social disclosures or vice versa. Consolidated presentation of policies across topics is allowed.,"The standard allows businesses to cross-reference the same policy in both their environmental and social disclosures, enabling consolidated presentation across topics."
QC1,Appendix B: Qualitative characteristics of information,Relevance,Relevance,The user is discussing the concept of relevance.
QC2,Appendix B: Qualitative characteristics of information,Relevance,Information may make a difference in a decision even if some users choose not to take advantage of it or are already aware of it from other sources. Sustainability information may impact decisions of users if it has predictive value confirmatory value or both. Information has predictive value if it can be used as an input to processes employed by users to predict future outcomes. Sustainability information does not need to be a prediction or forecast to have predictive value but rather has predictive value if employed by users in making their own predictions.,"Sustainability information can influence decisions if it has predictive or confirmatory value, even if not all users utilize it or already know it from other sources."
QC3,Appendix B: Qualitative characteristics of information,Relevance,Information has confirmatory value if it provides feedback about (confirms or changes) previous evaluations.,Information has confirmatory value when it validates or alters prior assessments.
QC4,Appendix B: Qualitative characteristics of information,Relevance,Materiality is an entity-specific aspect of relevance based on the nature or magnitude or both of the items to which the information relates as assessed in the context of the undertaking's sustainability reporting (see chapter 3 of this Standard).,Materiality is the importance of an item's nature or size in the context of a company's sustainability reporting.
QC5,Appendix B: Qualitative characteristics of information,Faithful representation,To be useful the information must not only represent relevant phenomena it must also faithfully represent the substance of the phenomena that it purports to represent. Faithful representation requires information to be (i) complete (ii) neutral and (iii) accurate,"Useful information should accurately, neutrally, and completely represent the relevant phenomena it claims to depict."
QC6,Appendix B: Qualitative characteristics of information,Faithful representation,A complete depiction of an impact a risk or an opportunity includes all material information necessary for the users to understand that impact risk or opportunity. This includes how the undertaking has adapted its strategy risk management and governance in response to that impact risk or opportunity as well as the metrics identified to set targets and measure performance.,"A complete depiction of a risk or opportunity includes all necessary information, how the strategy has been adapted in response, and the metrics used to set targets and measure performance."
QC7,Appendix B: Qualitative characteristics of information,Faithful representation,A neutral depiction is without bias in its selection or disclosure of information. Information is neutral if it is not slanted weighted emphasised de-emphasised or otherwise manipulated to make it more likely that the users will receive that information favourably or unfavourably. It shall be balanced so as to cover favourable/positive and unfavourable/negative aspects. Both negative and positive material impacts from an impact materiality perspective as well as material risks and opportunities from a financial materiality perspective shall receive equal attention. Any aspirational sustainability information for example targets or plans shall cover both aspirations and factors that could prevent the undertaking from achieving these aspirations in order to have a neutral depiction.,"Neutral depiction involves presenting information without bias, covering both positive and negative aspects equally, and including potential obstacles when discussing future plans."
QC8,Appendix B: Qualitative characteristics of information,Faithful representation,Neutrality is supported by the exercise of prudence which is the exercise of caution when making judgements under conditions of uncertainty. Information shall not be netted or compensated to be neutral. The exercise of prudence means that opportunities are not overstated and risks are not understated. Equally the exercise of prudence does not allow for the understatement of opportunities or the overstatement of risks. The undertaking may present net information in addition to gross values if such presentation does not obscure relevant information and includes a clear explanation about the effects of the netting and the reasons for the netting.,"Neutrality in information is maintained through cautious judgement, ensuring opportunities and risks are neither overstated nor understated, and any netting of information should not obscure relevant details."
QC9,Appendix B: Qualitative characteristics of information,Faithful representation,Information can be accurate without being perfectly precise in all respects. Accurate information implies that the undertaking has implemented adequate processes and internal controls to avoid material errors or material misstatements. As such estimates shall be presented with a clear emphasis on their possible limitations and associated uncertainty (see section 7.2 of this Standard). The amount of precision needed and attainable and the factors that make information accurate depend on the nature of the information and the nature of the matters it addresses. For example accuracy requires that:\n (a) factual information is free from material error;\n (b) descriptions are precise;\n (c) estimates approximations and forecasts are clearly identified as such;\n (d) no material errors have been made in selecting and applying an appropriate process for developing an estimate approximation or forecast and the inputs to that process are reasonable and supportable;\n (e) assertions are reasonable and based on information of sufficient quality and quantity; and\n (f) information about judgements about the future faithfully reflects both those judgements and the information on which they are based.,"Accurate information requires adequate processes and controls to avoid significant errors, precise descriptions, clear identification of estimates, reasonable assertions, and faithful reflection of future judgments."
QC10,Appendix B: Qualitative characteristics of information,Comparability,Sustainability information is comparable when it can be compared with information provided by the undertaking in previous periods and can be compared with information provided by other undertakings in particular those with similar activities or operating within the same industry. A point of reference for comparison can be a target a baseline an industry benchmark comparable information from either other undertakings or from an internationally recognised organisation etc.,"Sustainability information is comparable when it aligns with past data from the same company or data from similar companies, using targets, baselines, or industry benchmarks as reference points."
QC11,Appendix B: Qualitative characteristics of information,Comparability,Consistency is related to but is not the same as comparability. Consistency refers to the use of the same approaches or methods for the same sustainability matter from period to period by the undertaking and other undertakings. Consistency helps to achieve the goal of comparability.,"Consistency, the repeated use of the same methods, aids in achieving comparability, but they are not the same thing."
QC12,Appendix B: Qualitative characteristics of information,Comparability,Comparability is not uniformity. For information to be comparable like components shall look alike and different components shall look different. Comparability of sustainability information is not enhanced by making unlike things look alike any more than it is enhanced by making like things look different.,"Comparability in information requires similar things to look alike and different things to look distinct, not forcing dissimilar items to appear the same."
QC13,Appendix B: Qualitative characteristics of information,Verifiability,Verifiability helps to give users confidence that information is complete neutral and accurate. Sustainability information is verifiable if it is possible to corroborate the information itself or the inputs used to derive it.,"Verifiability of sustainability information boosts user confidence in its completeness, neutrality, and accuracy."
QC14,Appendix B: Qualitative characteristics of information,Verifiability,"Verifiability means that various knowledgeable and independent observers could reach consensus although not necessarily complete agreement that a particular depiction is a faithful representation. Sustainability information shall be provided in a way that enhances its verifiability for example:\n (a) including information that can be corroborated by comparing it with other information available to users about the undertaking's business about other businesses or about the external environment;\n (b) providing information about inputs and methods of calculation used to produce estimates or approximations; and\n (c) providing information reviewed and agreed by the administrative, management and supervisory bodies or their committees.","Verifiability refers to the ability of different informed observers to agree that a given representation is accurate, and sustainability information should be presented in a way that supports this verifiability."
QC15,Appendix B: Qualitative characteristics of information,Verifiability,Some sustainability information will be in the form of explanations or forward-looking information. Those disclosures can be supportable by faithfully representing on a factual basis for example the strategies plans and risk analyses of the undertaking. To help users decide whether to use such information the undertaking shall describe the underlying assumptions and methods of producing the information as well as other factors that provide evidence that it reflects the actual plans or decisions made by the undertaking.,"The sustainability information should accurately represent the company's strategies, plans, and risk analyses, and should include explanations of the assumptions and methods used to produce it."
QC16,Appendix B: Qualitative characteristics of information,Understandability,Sustainability information is understandable when it is clear and concise. Understandable information enables any reasonably knowledgeable user to readily comprehend the information being communicated.,Clear and concise sustainability information allows knowledgeable users to easily understand it.
QC17,Appendix B: Qualitative characteristics of information,Understandability,For sustainability disclosures to be concise they need to (a) avoid generic “boilerplate” information which is not specific to the undertaking; (b) avoid unnecessary duplication of information including information also provided in financial statements; and (c) use clear language and well-structured sentences and paragraphs. Concise disclosures shall only include material information. Complementary information presented pursuant to paragraph 113 shall be provided in a way that avoids obscuring material information.,"Sustainability disclosures should be concise, specific, non-repetitive, clear, well-structured, and only include material information to avoid obscuring important details."
QC18,Appendix B: Qualitative characteristics of information,Understandability,Clarity might be enhanced by distinguishing information about developments in the reporting period from “standing” information that remains relatively unchanged from one period to the next. This can be done for example by separately describing features of the undertaking's sustainability-related governance and risk management processes that have changed since the previous reporting period compared to those that remain unchanged.,Improve clarity by separating updates from unchanged information in sustainability-related governance and risk management reports.
QC19,Appendix B: Qualitative characteristics of information,Understandability,"The completeness clarity and comparability of sustainability disclosures all rely on information being presented as a coherent whole. For sustainability disclosures to be coherent they shall be presented in a way that explains the context and the connections between the related information. Coherence also requires the undertaking to provide information in a way that allows users to relate information about its sustainability-related impacts, risks and opportunities to information in the undertaking's financial statements.","Sustainability disclosures must be clear, complete, comparable, and coherent, linking sustainability impacts, risks, and opportunities to the company's financial statements."
QC20,Appendix B: Qualitative characteristics of information,Understandability,If sustainability-related risks and opportunities discussed in the financial statements have implications for sustainability reporting the undertaking shall include in the sustainability statement the information necessary for users to assess those implications and present appropriate links to the financial statements (see chapter 9 of this Standard). The level of information granularity and technicality shall be aligned with the needs and expectations of users. Abbreviations shall be avoided and the units of measure shall be defined and disclosed.,"The company must include sustainability-related risks and opportunities in its financial statements, ensuring the information is user-friendly and avoids technical jargon or abbreviations."
