paragraphId,standardName,chapterId,chapterTitle,disclosureRequirement,dataPointType,content
AR43,ESRS E1,3,Disclosure Requirements,E1-6,,"When preparing the information on gross Scope 1 GHG emissions required under paragraph 48 (a), the undertaking shall:"
AR43a,ESRS E1,3,Disclosure Requirements,E1-6,,"calculate or measure GHG emissions from stationary combustion, mobile combustion, process emissions and fugitive emissions; and use suitable activity data that include the non-renewable fuel consumption;"
AR43b,ESRS E1,3,Disclosure Requirements,E1-6,,use suitable and consistent emission factors;
AR43c,ESRS E1,3,Disclosure Requirements,E1-6,,"disclose biogenic emissions of CO2 from the combustion or bio-degradation of biomass separately from the Scope 1 GHG emissions, but include emissions of other types of GHG (in particular CH4 and N2O);"
AR43d,ESRS E1,3,Disclosure Requirements,E1-6,,"not include any removals, or any purchased, sold or transferred carbon credits or GHG allowances in the calculation of Scope 1 GHG emissions; and"
AR43e,ESRS E1,3,Disclosure Requirements,E1-6,,"for activities reporting under the EU ETS, report on Scope 1 emissions following the EU ETS methodology. The EU ETS methodology may also be applied to activities in geographies and sectors that are not covered by the EU ETS."
AR44,ESRS E1,3,Disclosure Requirements,E1-6,,"When preparing the information on the percentage of Scope 1 GHG emissions from regulated emission trading schemes required under paragraph 48 (b), the undertaking shall:"
AR44a,ESRS E1,3,Disclosure Requirements,E1-6,,"consider GHG emissions from the installations it operates that are subject to regulated Emission Trading Schemes (ETS), including the EU-ETS, national ETS and non-EU ETS, if applicable;"
AR44b,ESRS E1,3,Disclosure Requirements,E1-6,,"only include emissions of CO2, CH4, N2O, HFCs, PFCs, SF6, and NF3;"
AR44c,ESRS E1,3,Disclosure Requirements,E1-6,,ensure the same accounting period for gross Scope 1 GHG emissions and GHG emissions regulated under the ETS; and
AR44d,ESRS E1,3,Disclosure Requirements,E1-6,,calculate the share by using the following formula:
AR45,ESRS E1,3,Disclosure Requirements,E1-6,,"When preparing the information on gross Scope 2 GHG emissions required under paragraph 49, the undertaking shall:"
AR45a,ESRS E1,3,Disclosure Requirements,E1-6,,"consider the principles and requirements of the GHG Protocol Scope 2 Guidance (version 2015, in particular the Scope 2 quality criteria in chapter 7.1 relating to contractual instruments); it may also consider Commission Recommendation (EU) 2021/2279 or the relevant requirements for the quantification of indirect GHG emissions from imported energy in EN ISO 14064-1:2018;"
AR45b,ESRS E1,3,Disclosure Requirements,E1-6,,"include purchased or acquired electricity, steam, heat, and cooling consumed by the undertaking;"
AR45c,ESRS E1,3,Disclosure Requirements,E1-6,,avoid double counting of GHG emissions reported under Scope 1 or 3;
AR45d,ESRS E1,3,Disclosure Requirements,E1-6,percent,"apply the location-based and market-based methods to calculate Scope 2 GHG emissions and provide information on the share and types of contractual instruments. Locationbased method quantifies Scope 2 GHG emissions based on average energy generation emission factors for defined locations, including local, subnational, or national boundaries (GHG Protocol, “Scope 2 Guidance”, Glossary, 2015). Market-based method quantifies Scope 2 GHG emissions based on GHG emissions emitted by the generators from which the reporting entity contractually purchases electricity bundled with instruments, or unbundled instruments on their own (GHG Protocol, “Scope 2 Guidance”, Glossary, 2015); in this case, the undertaking may disclose the share of market-based scope 2 GHG emissions linked to purchased electricity bundled with instruments such as Guarantee of Origins or Renewable Energy Certificates. The undertaking shall provide information about the share and types of contractual instruments used for the sale and purchase of energy bundled with attributes about the energy generation or for unbundled energy attribute claims."
AR45e,ESRS E1,3,Disclosure Requirements,E1-6,ghgEmissions,"disclose biogenic emissions of CO2 carbon from the combustion or biodegradation of biomass separately from the Scope 2 GHG emissions but include emissions of other types of GHG (in particular CH4 and N2O). In case the emission factors applied do not separate 28 the percentage of biomass or biogenic CO2, the undertaking shall disclose this. In case GHG emissions other than CO2 (particularly CH4 and N2O) are not available for, or excluded from, location-based grid average emissions factors or with the market-based method information, the undertaking shall disclose this."
AR45f,ESRS E1,3,Disclosure Requirements,E1-6,,"not include any removals, or any purchased, sold or transferred carbon credits or GHG allowances in the calculation of Scope 2 GHG emissions."
AR46,ESRS E1,3,Disclosure Requirements,E1-6,,"When preparing the information on gross Scope 3 GHG emissions required under paragraph 51, the undertaking shall:"
AR46a,ESRS E1,3,Disclosure Requirements,E1-6,,consider the principles and provisions of the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (Version 2011); and it may consider Commission Recommendation (EU) 2021/2279 or the relevant requirements for the quantification of indirect GHG emissions from EN ISO 14064-1:2018;
AR46b,ESRS E1,3,Disclosure Requirements,E1-6,,"if it is a financial institution, consider the GHG Accounting and Reporting Standard for the Financial Industry from the Partnership for Carbon Accounting Financial (PCAF), specifically part A “Financed Emissions” (version December 2022);"
AR46c,ESRS E1,3,Disclosure Requirements,E1-6,,"screen its total Scope 3 GHG emissions based on the 15 Scope 3 categories identified by the GHG Protocol Corporate Standard and GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (Version 2011) using appropriate estimates. Alternatively, it may screen its indirect GHG emissions based on the categories provided by EN ISO 14064-1:2018 clause 5.2.4 (excluding indirect GHG emissions from imported energy);"
AR46d,ESRS E1,3,Disclosure Requirements,E1-6,Table,"identify and disclose its significant Scope 3 categories based on the magnitude of their estimated GHG emissions and other criteria provided by GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (Version 2011, p. 61 and 65-68) or EN ISO 14064-1:2018 Annex H.3.2, such as financial spend, influence, related transition risks and opportunities or stakeholder views;"
AR46e,ESRS E1,3,Disclosure Requirements,E1-6,,calculate or estimate GHG emissions in significant Scope 3 categories using suitable emissions factors;
AR46f,ESRS E1,3,Disclosure Requirements,E1-6,,"update Scope 3 GHG emissions in each significant category every year on the basis of current activity data; update the full Scope 3 GHG inventory at least every 3 years or on the occurrence of a significant event or a significant change in circumstances (a significant event or significant change in circumstances can, for example, relate to changes in the undertaking’s activities or structure, changes in the activities or structure of its upstream and downstream value chain(s), a change in calculation methodology or in the discovery of errors);”);"
AR46g,ESRS E1,3,Disclosure Requirements,E1-6,Percent,"disclose the extent to which the undertaking’s Scope 3 GHG emissions are measured using inputs from specific activities within the entity’s upstream and downstream value chain, and disclose the percentage of emissions calculated using primary data obtained from suppliers or other value chain partners."
AR46hi,ESRS E1,3,Disclosure Requirements,E1-6,,"for each significant Scope 3 GHG category, disclose the reporting boundaries considered, the calculation methods for estimating the GHG emissions as well as if and which calculation tools were applied. The Scope 3 categories should be consistent with the GHGP and include:"
AR46hii,ESRS E1,3,Disclosure Requirements,E1-6,,"indirect Scope 3 GHG emissions from associates, joint ventures, and unconsolidated subsidiaries for which the undertaking has the ability to control the operational activities and relationships (i.e., operational control)"
AR46hiii,ESRS E1,3,Disclosure Requirements,E1-6,,"Scope 1, 2 and 3 GHG emissions from associates, joint ventures, unconsolidated subsidiaries (investment entities) and joint arrangements for which the undertaking 29 does not have operational control and when these entities are part of the undertaking’s upstream and dopwnstream value chain."
AR46i,ESRS E1,3,Disclosure Requirements,E1-6,narrative,disclose a list of Scope 3 GHG emissions categories included in and excluded from the inventory with a justification for excluded Scope 3 categories;
AR46j,ESRS E1,3,Disclosure Requirements,E1-6,,"disclose biogenic emissions of CO2 from the combustion or biodegradation of biomass that occur in its upstream and downstream value chain separately from the gross Scope 3 GHG emissions, and include emissions of other types of GHG (such as CH4 and N2O), and emissions of CO2 that occur in the life cycle of biomass other than from combustion or biodegradation (such as GHG emissions from processing or transporting biomass) in the calculation of Scope 3 GHG emissions;"
AR46k,ESRS E1,3,Disclosure Requirements,E1-6,,"not include any removals, or any purchased, sold or transferred carbon credits or GHG allowances in the calculation of Scope 3 GHG emissions;"
AR47,ESRS E1,3,Disclosure Requirements,E1-6,,"When preparing the information on the total GHG emissions required under paragraph 52, the undertaking shall:"
AR47a,ESRS E1,3,Disclosure Requirements,E1-6,,apply the following formulas to calculate the total GHG emissions: Total GHG emissions𝑙𝑜𝑐𝑎𝑡𝑖𝑜𝑛−𝑏𝑎𝑠𝑒𝑑 (t CO2eq) = Gross Scope 1 + Gross Scope 2𝑙𝑜𝑐𝑎𝑡𝑖𝑜𝑛−𝑏𝑎𝑠𝑒𝑑+ Gross Scope 3 Total GHG emissions𝑚𝑎𝑟𝑘𝑒𝑡−𝑏𝑎𝑠𝑒𝑑 (t CO2eq) = Gross Scope 1 + Gross Scope 2𝑚𝑎𝑟𝑘𝑒𝑡−𝑏𝑎𝑠𝑒𝑑+ Gross Scope 3
AR47b,ESRS E1,3,Disclosure Requirements,E1-6,,disclose total GHG emissions with a distinction between emissions derived from the location-based and market-based methods applied while measuring the underlying Scope 2 GHG emissions
AR48,ESRS E1,3,Disclosure Requirements,E1-6,,The undertaking shall disclose its total GHG emissions disaggregated by Scopes 1 and 2 and significant Scope 3 in accordance with the table below.
AR49,ESRS E1,3,Disclosure Requirements,E1-6,,"To highlight potential transition risks, the undertaking may disclose its total GHG emissions disaggregated by major countries and, if applicable, by operating segments (applying the same segments for the financial statements as required by the accounting standards, i.e., IFRS 8 Operating Segments or local GAAP). Scope 3 GHG emissions may be excluded from these breakdowns by country if the related data is not readily available."
AR50,ESRS E1,3,Disclosure Requirements,E1-6,Table,The Scope 3 GHG emissions may also be presented by according to the indirect emission categories defined in EN ISO 14064-1:2018.
AR51,ESRS E1,3,Disclosure Requirements,E1-6,,"If it is material for the undertaking's Scope 3 emissions, it shall disclose the GHG emissions from purchased cloud computing and data centre services as a subset of the overarching Scope 3 category “upstream purchased goods and services”."
AR52,ESRS E1,3,Disclosure Requirements,E1-6,Table,"The total GHG emissions disaggregated by Scope 1, 2 and 3 GHG emissions may be graphically presented in the sustainability statement (e.g., as a bar or pie chart) showing the split of GHG emissions across the value chain (Upstream, Own operations, Transport, Downstream)."
AR53,ESRS E1,3,Disclosure Requirements,E1-6,,"When disclosing the information on GHG intensity based on net revenue required under paragraph 53, the undertaking shall:"
AR53a,ESRS E1,3,Disclosure Requirements,E1-6,,calculate the GHG intensity ratio by the following formula: 𝑇𝑜𝑡𝑎𝑙 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛𝑠 (𝑡 𝐶𝑂2𝑒𝑞); 𝑁𝑒𝑡 𝑟𝑒𝑣𝑒𝑛𝑢𝑒 (𝑀𝑜𝑛𝑒𝑡𝑎𝑟𝑦 𝑢𝑛𝑖𝑡)
AR53b,ESRS E1,3,Disclosure Requirements,E1-6,,"express the total GHG emissions in metric tonnes of CO2eq and the net revenue in monetary units (e.g., Euros) and present the results for the market-based and locationbased method;"
AR53c,ESRS E1,3,Disclosure Requirements,E1-6,,include the total GHG emissions in the numerator and overall net revenue in the denominator;
AR53d,ESRS E1,3,Disclosure Requirements,E1-6,,calculate the total GHG emissions as required by paragraphs 44 (d) and 52; and
AR53e,ESRS E1,3,Disclosure Requirements,E1-6,,"calculate the net revenue in line with the requirements in accounting standards applied for financial statements, i.e., IFRS 15 or local GAAP."
AR54,ESRS E1,3,Disclosure Requirements,E1-6,,The quantitative information may be presented in the following tabular format.
AR55,ESRS E1,3,Disclosure Requirements,E1-6,monetary,The reconciliation of the net revenue used to calculate GHG intensity to the relevant line item or notes in the financial statements (as required by paragraph 55) may be done by either:
AR55a,ESRS E1,3,Disclosure Requirements,E1-6,,a cross-reference to the related line item or disclosure in the financial statements; or
AR55b,ESRS E1,3,Disclosure Requirements,E1-6,,"if the net revenue cannot be directly cross-referenced to a line item or disclosure in the financial statements, by a quantitative reconciliation using the below tabular format."
AR56,ESRS E1,3,Disclosure Requirements,E1-7,,"In addition to their GHG emission inventories, undertakings shall provide transparency on how and to what extent they either enhance natural sinks or apply technical solutions to remove GHGs from the atmosphere in their own operations and upstream and downstream value chain. While there are no generally accepted concepts and methodologies for accounting for GHG removals, this Standard aims to increase transparency on the undertaking’s efforts to remove GHGs from the atmosphere (paragraphs 56 (a) and 58). The GHG removals outside the value chain that the undertaking supports through the purchase of carbon credits are to be disclosed separately as required by paragraphs 56 (b) and 59."
AR57,ESRS E1,3,Disclosure Requirements,E1-7,,"When disclosing the information on GHG removals and storage from the undertaking’s own operations and its upstream and downstream value chain required under paragraphs 56 (a) and 58, for each removal and storage activity, the undertaking shall describe:"
AR57a,ESRS E1,3,Disclosure Requirements,E1-7,,the GHGs concerned;
AR57b,ESRS E1,3,Disclosure Requirements,E1-7,,"whether removal and storage are biogenic or from land-use change (e.g., afforestation, reforestation, forest restoration, urban tree planting, agroforestry, building soil carbon, etc.), technological (e.g., direct air capture), or hybrid (e.g., bioenergy with CO2 capture and storage), and technological details about the removal, the type of storage and, if applicable, the transport of removed GHGs;"
AR57c,ESRS E1,3,Disclosure Requirements,E1-7,,"if applicable, a brief explanation of whether the activity qualifies as a nature-based solution; and"
AR57d,ESRS E1,3,Disclosure Requirements,E1-7,,"how the risk of non-permanence is managed, including determining and monitoring leakage and reversal events, as appropriate."
AR58,ESRS E1,3,Disclosure Requirements,E1-7,,"When preparing the information on GHG removals and storage from the undertaking’s own operations and its upstream and downstream value chain required under paragraphs 56 (a) and 58, the undertaking shall:"
AR58a,ESRS E1,3,Disclosure Requirements,E1-7,,"consider, as far as applicable, the GHG Protocol Corporate Standard (version 2004), Product Standard (version 2011), Agriculture Guidance (version 2014), Land use, landuse change, and forestry Guidance for GHG project accounting (version 2006);"
AR58b,ESRS E1,3,Disclosure Requirements,E1-7,,"apply consensus methods on accounting for GHG removals as soon as they are available, notably the EU regulatory framework for the certification of CO2 removals;"
AR58c,ESRS E1,3,Disclosure Requirements,E1-7,,"if applicable, explain the role of removals for its climate change mitigation policy;"
AR58d,ESRS E1,3,Disclosure Requirements,E1-7,,"include removals from operations that it owns, controls, or contributes to and that have not been sold to another party through carbon credits;"
AR58e,ESRS E1,3,Disclosure Requirements,E1-7,semi-narrative,"if applicable, mark those GHG removal activities in own operations or the value chain that have been converted into carbon credits and sold on to other parties on the voluntary market;"
AR58f,ESRS E1,3,Disclosure Requirements,E1-7,Table/ghgEmissions,"account for the GHG emissions associated with a removal activity, including transport and storage, under Disclosure Requirement E1-6 (Scopes 1, 2 or 3). To increase transparency on the efficiency of a removal activity, including transport and storage, the undertaking may disclose the GHG emissions associated with this activity (e.g., GHG emissions from electricity consumption of direct air capture technologies) alongside, but separately from, the amount of removed GHG emissions;"
AR58g,ESRS E1,3,Disclosure Requirements,E1-7,,"in case of a reversal, account for the respective GHG emissions as an offset for the removals in the reporting period;"
AR58h,ESRS E1,3,Disclosure Requirements,E1-7,,"use the most recent GWP values published by the IPCC based on a 100-year time horizon to calculate CO2eq emissions of non-CO2 gases and describe the assumptions made, methodologies and frameworks applied for calculation of the amount of GHG removals; and"
AR58i,ESRS E1,3,Disclosure Requirements,E1-7,,consider nature-based solutions
AR59,ESRS E1,3,Disclosure Requirements,E1-7,,"The undertaking shall disaggregate and separately disclose the GHG removals that occur in its own operations and those that occur in its upstream and downstream value chain. GHG removal activities in the upstream and downstream value chain shall include those that the undertaking is actively supporting, for example, through a cooperation project with a supplier. The undertaking is not expected to include any GHG removals that may occur in its upstream and downstream value chain that it is not aware of."
AR60,ESRS E1,3,Disclosure Requirements,E1-7,ghgEmissions,The quantitative information on GHG removals may be presented by using the following tabular format.
AR61,ESRS E1,3,Disclosure Requirements,E1-7,narrative,Financing GHG emission reduction projects outside the undertaking’s value chain through purchasing carbon credits that fulfil high-quality standards can be a useful contribution towards mitigating climate change. This Standard requires the undertaking to disclose whether it uses carbon credits separately from the GHG emissions (paragraphs 56 (b) and 59) and GHG emission reduction targets (Disclosure Requirement E1-4). It also requires the undertaking to show the extent of use and which quality criteria it uses for those carbon credits.
AR62,ESRS E1,3,Disclosure Requirements,E1-7,percent,"When disclosing the information on carbon credits required under paragraphs 56 (b) and 59, the undertaking shall disclose the following disaggregation as applicable:"
AR62a,ESRS E1,3,Disclosure Requirements,E1-7,percent,the share (percentage of volume) of reduction projects and removal projects;
AR62b,ESRS E1,3,Disclosure Requirements,E1-7,semi-narrative,"for carbon credits from removal projects, an explanation whether they are from biogenic or technological sinks;"
AR62c,ESRS E1,3,Disclosure Requirements,E1-7,percent,the share (percentage of volume) for each recognised quality standard;
AR62d,ESRS E1,3,Disclosure Requirements,E1-7,percent,the share (percentage of volume) issued from projects in the EU; and
AR62e,ESRS E1,3,Disclosure Requirements,E1-7,percent,the share (percentage of volume) that qualifies as a corresponding adjustment under Article. 6 of the Paris Agreement.
AR63,ESRS E1,3,Disclosure Requirements,E1-7,,"When preparing the information on carbon credits required under paragraphs 56 (b) and 59, the undertaking shall:"
AR63a,ESRS E1,3,Disclosure Requirements,E1-7,,Consider recognised quality standards;.
AR63b,ESRS E1,3,Disclosure Requirements,E1-7,,"if applicable, explain the role of carbon credits in its climate change mitigation policy;"
AR63c,ESRS E1,3,Disclosure Requirements,E1-7,,"not include carbon credits issued from GHG emission reduction projects within its value chain as the respective GHG emission reductions shall already be disclosed under Disclosure Requirement E1-6 (Scope 2 or Scope 3) at the time they occur (i.e., double counting is avoided);"
AR63d,ESRS E1,3,Disclosure Requirements,E1-7,,"not include carbon credits from GHG removal projects within its value chain as the respective GHG removals may already be accounted for under Disclosure Requirement E1-7 at the time they occur (i.e., double counting is avoided);"
AR63e,ESRS E1,3,Disclosure Requirements,E1-7,,not disclose carbon credits as an offset for its GHG emissions under Disclosure Requirement E1-6 on GHG emissions;
AR63f,ESRS E1,3,Disclosure Requirements,E1-7,,not disclose carbon credits as a means to reach the GHG emission reduction targets disclosed under Disclosure Requirement E1-4; and
AR63g,ESRS E1,3,Disclosure Requirements,E1-7,,"calculate the amount of carbon credits to be cancelled in the future, as the sum of carbon credits in metric tonnes of CO2eq over the duration of existing contractual agreements."
AR64,ESRS E1,3,Disclosure Requirements,E1-7,date,The information on carbon credits cancelled in the reporting year and planned to be cancelled in the future may be presented using the following tabular formats.
AR65,ESRS E1,3,Disclosure Requirements,E1-8,Table/Narrative,"When disclosing the information required under paragraphs 62 and 63, if applicable, the undertaking shall briefly explain whether and how the carbon prices used in internal carbon pricing schemes are consistent with those used in financial statements. This shall be done in respect of the internal carbon prices used for,"
AR65a,ESRS E1,3,Disclosure Requirements,E1-8,,"the assessment of the useful life and residual value of its assets (intangibles, property, plant and equipment);"
AR65b,ESRS E1,3,Disclosure Requirements,E1-8,,the impairment of assets; and
AR65c,ESRS E1,3,Disclosure Requirements,E1-8,,the fair value measurement of assets acquired through business acquisitions.
AR66,ESRS E1,3,Disclosure Requirements,E1-8,,The information may be presented by using the following table:
AR67,ESRS E1,3,Disclosure Requirements,E1-9,,"Material climate-related physical risks and transition risks may affect the undertaking’s financial position (e.g., owned assets, financially-controlled leased assets, and liabilities), performance (e.g., potential future increase/decrease in net revenue and costs due to business interruptions, increased supply prices resulting in potential margin erosions), and cash flows. The low probability, high severity and long-term time horizons of some climaterelated physical risk exposures and the uncertainty arising from the transition to a sustainable economy mean that there will be associated material anticipated financial effects that are outside the scope of the requirements of applicable accounting standards"
AR68,ESRS E1,3,Disclosure Requirements,E1-9,,"Currently, there is no commonly accepted methodology to assess or measure how material physical risks and transition risks may affect the undertaking’s future financial position, financial, performance and cash flows. Therefore, the disclosure of the financial effects (as required by paragraphs 64, 66 and 67) will depend on the undertaking’s internal methodology and the exercise of significant judgement in determining the inputs, and assumptions needed to quantify their anticipated financial effects."
AR69,ESRS E1,3,Disclosure Requirements,E1-9,,"When disclosing the information required under paragraphs 64 (a) and 66, the undertaking shall explain whether and how:"
AR69a,ESRS E1,3,Disclosure Requirements,E1-9,narrative,"it assessed the anticipated financial effects for assets and business activities at material physical risk, including the scope of application, time horizons, calculation methodology, critical assumptions and parameters and limitations of the assessment; and"
AR69b,ESRS E1,3,Disclosure Requirements,E1-9,narrative,"the assessment of assets and business activities considered to be at material physical risk relies on or is part of the process to determine material physical risk as required under paragraphs 20 (b) and AR 11 and to determine climate scenarios as required under paragraphs 19 and AR 13 to AR 14. In particular, it shall explain how it has defined medium- and long-term time horizons and how these definitions are linked to the expected lifetime of the undertaking’s assets, strategic planning horizons and capital allocation plans."
AR70,ESRS E1,3,Disclosure Requirements,E1-9,,"When preparing the information on assets at material physical risk that is required to be disclosed under paragraph 66 (a), the undertaking shall:"
AR70a,ESRS E1,3,Disclosure Requirements,E1-9,,"Calculate the assets at material physical risk in terms of monetary amount and as a proportion (percentage) of total assets at the reporting date (i.e., the proportion is an estimate of the carrying value of assets at material physical risk divided by total carrying value as stated in the statement of financial position or balance sheet). The estimate of 37 assets at material physical risk shall be derived starting from the assets recognised in the financial statements. The estimate of monetary amounts and proportion of assets at physical risk may be presented as either a single amount or range."
AR70b,ESRS E1,3,Disclosure Requirements,E1-9,,All types of assets including finance-lease / right-of-use assets shall be considered when determining the assets at material physical risk.
AR70c,ESRS E1,3,Disclosure Requirements,E1-9,,"To contextualise this information, the undertaking shall:"
AR70ci,ESRS E1,3,Disclosure Requirements,E1-9,,"disclose the location of its significant assets at material physical risk. Significant assets located19 in the EU territory shall be aggregated by NUTS codes 3 level digits (Nomenclature of Territorial Units for Statistics). For significant assets located outside EU territory, the breakdown by NUTS code will only be provided where applicable."
AR70cii,ESRS E1,3,Disclosure Requirements,E1-9,,disaggregate the monetary amounts of assets at risk by acute and chronic physical risk20 .
AR70d,ESRS E1,3,Disclosure Requirements,E1-9,,calculate the share of assets at material physical risk resulting from paragraph 66 (a) that is addressed by the climate change adaptation actions based on the information disclosed under Disclosure Requirement E1-3. This aims at approximating net risks.
AR71,ESRS E1,3,Disclosure Requirements,E1-9,,"When preparing the information required under paragraph 64 (a) and 66 (d), the undertaking may assess and disclose the share of net revenue from business activities at physical risk. This disclosure"
AR71a,ESRS E1,3,Disclosure Requirements,E1-9,,"shall be based on the net revenue in line with the requirements in accounting standards applied for financial statements, i.e., IFRS 15 or local GAAP."
AR71b,ESRS E1,3,Disclosure Requirements,E1-9,narrative,"may include a breakdown of the undertaking’s business activities with the corresponding details of the associated percentage of total net revenue, the risk factors (hazards, exposure and sensitivity) and, if possible, the magnitude of the anticipated financial effects in terms of margin erosion over the short-, medium- and long-term time horizons. The nature of business activities may also be disaggregated by operating segments if the undertaking has disclosed the contribution of margins by operational segments in its segment reporting in the financial statements."
AR72,ESRS E1,3,Disclosure Requirements,E1-9,,"When disclosing the information required under paragraphs 64 (b) and 67 (a), the undertaking shall explain whether and how:"
AR72a,ESRS E1,3,Disclosure Requirements,E1-9,,"it has assessed the potential effects on future financial performance and position for assets and business activities at material transition risk, including the scope of application, calculation methodology, critical assumptions and parameters, and limitations of the assessment; and"
AR72b,ESRS E1,3,Disclosure Requirements,E1-9,narrative,"the assessment of assets and business activities considered to be at material transition risk relies on or is part of the process to determine material transition risks as described under paragraphs 20 (c) and AR 11 and to determine scenarios as required under paragraphs AR 12 to AR 13. In particular, it shall explain how it has defined mediumand long-term time horizons and how these definitions are linked to the expected lifetime of the undertaking’s assets, strategic planning horizons and capital allocation plans."
AR73,ESRS E1,3,Disclosure Requirements,E1-9,,When disclosing the information on assets at material transition risk as required under paragraphs 67 (a) and (b):
AR73a,ESRS E1,3,Disclosure Requirements,E1-9,monetary,"the undertaking shall at the very least include an estimate of the amount of potentially stranded assets (in monetary amounts and as a proportion/percentage) from the reporting year until 2030 and from 2030 to 2050. Stranded assets are understood as the active or firmly planned key assets of the undertaking with significant locked-in GHG emissions over their operating lifetime. Firmly planned key assets are those that the undertaking will most likely deploy within the next 5 years. The amount may be expressed as a range of asset values based on different climate and policy scenarios, including a scenario aligned with limiting climate change to 1.5°C."
AR73b,ESRS E1,3,Disclosure Requirements,E1-9,monetary,"the undertaking shall disclose a breakdown of the carrying value of its real estate assets, including rights-of-use assets, by energy efficiency classes. The energy efficiency shall be represented in terms of either the ranges of energy consumption in kWh/m² or the EPC21 (Energy Performance Certificate)22 label class. If the undertaking cannot obtain this information on a best-effort basis, it shall disclose the total carrying amount of the real estate assets for which the energy consumption is based on internal estimates"
AR73c,ESRS E1,3,Disclosure Requirements,E1-9,,the undertaking shall calculate the proportion (percentage) of total assets (including finance lease/right-of-use assets) at material transition risk addressed by the climate change mitigation actions based on the information disclosed under Disclosure Requirement E1-3. The total assets amount is the carrying amount on the balance sheet at the reporting date.
AR74,ESRS E1,3,Disclosure Requirements,E1-9,,When disclosing the information on potential liabilities from material transition risks required under paragraph 67(d):
AR74a,ESRS E1,3,Disclosure Requirements,E1-9,,undertakings that operate installations regulated under an emission trading scheme may include a range of potential future liabilities originating from these schemes;
AR74b,ESRS E1,3,Disclosure Requirements,E1-9,,"undertakings subject to the EU ETS, may disclose the potential future liabilities that relate to their allocation plans for the period before and until 2030. The potential liability may be estimated on the basis of:"
AR74bi,ESRS E1,3,Disclosure Requirements,E1-9,,the number of allowances held by the undertaking at the beginning of the reporting period;
AR74bii,ESRS E1,3,Disclosure Requirements,E1-9,,"the number of allowances to be purchased in the market yearly, i.e., before and until 2030;"
AR74biii,ESRS E1,3,Disclosure Requirements,E1-9,,"the gap between estimated future emissions under various transition scenarios and free allocations of allowances that are known for the period until 2030, and iv. the estimated yearly cost per tonne of CO2 for which an allowance needs to be purchased;"
AR74c,ESRS E1,3,Disclosure Requirements,E1-9,integer,"In assessing its potential future liabilities, the undertaking may consider and disclose the number of Scope 1 GHG emission allowances within regulated emission trading schemes and the cumulative number of emission allowances stored (from previous allowances) at the beginning of the reporting period;"
AR74d,ESRS E1,3,Disclosure Requirements,E1-9,monetary,undertakings disclosing volumes of carbon credits planned to be cancelled in the near future (Disclosure Requirement E1-7) may disclose the potential future liabilities associated with those based on existing contractual agreements;
AR74e,ESRS E1,3,Disclosure Requirements,E1-9,monetary,"the undertaking may also include its monetised gross Scope 1, 2 and total GHG emissions (in monetary units) calculated as follows:"
AR74ei,ESRS E1,3,Disclosure Requirements,E1-9,,monetised Scope 1 and 2 GHG emissions in the reporting year by the following formula:
AR74eia,ESRS E1,3,Disclosure Requirements,E1-9,,(𝑔𝑟𝑜𝑠𝑠 𝑆𝑐𝑜𝑝𝑒 1 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛𝑠 (𝑡 𝐶𝑂2𝑒𝑞)+ 𝑔𝑟𝑜𝑠𝑠 𝑆𝑐𝑜𝑝𝑒 2 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛 (𝑡 𝐶𝑂2𝑒𝑞)) × 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛 𝑐𝑜𝑠𝑡 𝑟𝑎𝑡𝑒( € 𝑡 𝐶𝑂2𝑒�
AR74eii,ESRS E1,3,Disclosure Requirements,E1-9,,monetised total GHG emissions in the reporting year by the following formula:
AR74eiib,ESRS E1,3,Disclosure Requirements,E1-9,,𝑇𝑜𝑡𝑎𝑙 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛𝑠 (𝑡 𝐶𝑂2𝑒𝑞) × 𝐺𝐻𝐺 𝑒𝑚𝑖𝑠𝑠𝑖𝑜𝑛 𝑐𝑜𝑠𝑡 𝑟𝑎𝑡𝑒 ( € 𝑡 𝐶𝑂2𝑒𝑞 )
AR74eiii,ESRS E1,3,Disclosure Requirements,E1-9,,"by use of a lower, middle and upper cost rate23 for GHG emissions (e.g., market carbon price and different estimates for the societal costs of carbon) and reasons for selecting them."
AR75,ESRS E1,3,Disclosure Requirements,E1-9,,"Other approaches and methodologies may be applied to assess how transition risks may affect the future financial position of the undertaking. In any case, the disclosure of anticipated financial effects shall include a description of the methodologies and definitions used by the undertaking."
AR76,ESRS E1,3,Disclosure Requirements,E1-9,,"When preparing the information required under paragraph 67 (e), the undertaking may assess and disclose the share of net revenue from business activities at transition risks. This disclosure:"
AR76a,ESRS E1,3,Disclosure Requirements,E1-9,,"shall be based on the net revenue in line with the requirements in accounting standards applied for financial statements, i.e., IFRS 15 or local GAAP."
